,Date,Price (USD)
AG,11/23/2016,16.56
AG,11/22/2016,16.76
AG,11/21/2016,16.68
AG,11/18/2016,16.51
AG,11/17/2016,17.04
AG,11/16/2016,16.95
AG,11/15/2016,17
AG,11/14/2016,17.195
AG,11/11/2016,18.59
AG,11/10/2016,18.75
AG,11/9/2016,18.81
AG,11/8/2016,18.26
AG,11/7/2016,18.22
AG,11/4/2016,18.3
AG,11/3/2016,18.07
AG,11/2/2016,18.54
AG,11/1/2016,18.24
AG,10/31/2016,17.76
AG,10/28/2016,17.61
AG,10/27/2016,17.66
AG,10/26/2016,17.66
AG,10/25/2016,17.73
AG,10/24/2016,17.64
AG,10/21/2016,17.51
AG,10/20/2016,17.6
AG,10/19/2016,17.69
AG,10/18/2016,17.65
AG,10/17/2016,17.4
AG,10/14/2016,17.47
AG,10/13/2016,17.59
AG,10/12/2016,17.44
AG,10/11/2016,17.48
AG,10/10/2016,17.78
AG,10/7/2016,17.33
AG,10/6/2016,17.76
AG,10/5/2016,17.8
AG,10/4/2016,18.74
AG,10/3/2016,19.18
AG,9/30/2016,19.35
AG,9/29/2016,19.01
AG,9/28/2016,19.12
AG,9/27/2016,19.42
AG,9/26/2016,19.44
AG,9/23/2016,19.82
AG,9/22/2016,19.875
AG,9/21/2016,19.43
AG,9/20/2016,19.17
AG,9/19/2016,19.12
AG,9/16/2016,18.91
AG,9/15/2016,18.96
AG,9/14/2016,19.04
AG,9/13/2016,19.16
AG,9/12/2016,18.72
AG,9/9/2016,19.41
AG,9/8/2016,19.93
AG,9/7/2016,19.92
AG,9/6/2016,19.6
AG,9/5/2016,19.46
AG,9/2/2016,18.75
AG,9/1/2016,18.65
AG,8/31/2016,18.74
AG,8/30/2016,18.78
AG,8/26/2016,18.67
AG,8/25/2016,18.5
AG,8/24/2016,18.84
AG,8/23/2016,18.98
AG,8/22/2016,18.91
AG,8/19/2016,19.415
AG,8/18/2016,19.78
AG,8/17/2016,19.57
AG,8/16/2016,20.035
AG,8/15/2016,19.9
AG,8/12/2016,19.87
AG,8/11/2016,20.21
AG,8/10/2016,20.335
AG,8/9/2016,19.7
AG,8/8/2016,19.66
AG,8/5/2016,20.22
AG,8/4/2016,20.16
AG,8/3/2016,20.59
AG,8/2/2016,20.71
AG,8/1/2016,20.51
AG,7/29/2016,20.04
AG,7/28/2016,20.41
AG,7/27/2016,19.58
AG,7/26/2016,19.68
AG,7/25/2016,19.41
AG,7/22/2016,19.7
AG,7/21/2016,19.34
AG,7/20/2016,19.7
AG,7/19/2016,19.99
AG,7/18/2016,19.72
AG,7/15/2016,20.14
AG,7/14/2016,20.25
AG,7/13/2016,20.29
AG,7/12/2016,20.35
AG,7/11/2016,20.47
AG,7/8/2016,19.72
AG,7/7/2016,19.95
AG,7/6/2016,20.43
AG,7/5/2016,19.73
AG,7/4/2016,20.36
AG,7/1/2016,19.24
AG,6/30/2016,18.36
AG,6/29/2016,18.21
AG,6/28/2016,17.57
AG,6/27/2016,17.7
AG,6/24/2016,18.04
AG,6/23/2016,17.29
AG,6/22/2016,17.2
AG,6/21/2016,17.36
AG,6/20/2016,17.335
AG,6/17/2016,17.37
AG,6/16/2016,17.71
AG,6/15/2016,17.41
AG,6/14/2016,17.25
AG,6/13/2016,17.32
AG,6/10/2016,17.32
AG,6/9/2016,17.05
AG,6/8/2016,16.75
AG,6/7/2016,16.31
AG,6/6/2016,16.4
AG,6/3/2016,16.1
AG,6/2/2016,15.98
AG,6/1/2016,15.95
AG,5/31/2016,16.06
AG,5/27/2016,16.3
AG,5/26/2016,16.46
AG,5/25/2016,16.205
AG,5/24/2016,16.27
AG,5/23/2016,16.31
AG,5/20/2016,16.56
AG,5/19/2016,16.6
AG,5/18/2016,17.05
AG,5/17/2016,17.08
AG,5/16/2016,17.32
AG,5/13/2016,17.09
AG,5/12/2016,17.23
AG,5/11/2016,17.51
AG,5/10/2016,17.04
AG,5/9/2016,17.33
AG,5/6/2016,17.31
AG,5/5/2016,17.38
AG,5/4/2016,17.18
AG,5/3/2016,17.49
AG,4/29/2016,17.855
AG,4/28/2016,17.35
AG,4/27/2016,17.34
AG,4/26/2016,16.95
AG,4/25/2016,16.86
AG,4/22/2016,17.19
AG,4/21/2016,17.32
AG,4/20/2016,16.97
AG,4/19/2016,16.62
AG,4/18/2016,16.2
AG,4/15/2016,16.17
AG,4/14/2016,16.13
AG,4/13/2016,15.98
AG,4/12/2016,15.96
AG,4/11/2016,15.56
AG,4/8/2016,15.16
AG,4/7/2016,15.22
AG,4/6/2016,15.07
AG,4/5/2016,15.19
AG,4/4/2016,14.96
AG,4/1/2016,15.38
AG,3/31/2016,15.38
AG,3/30/2016,15.38
AG,3/29/2016,15.06
AG,3/24/2016,15.28
AG,3/23/2016,15.58
AG,3/22/2016,15.89
AG,3/21/2016,15.81
AG,3/18/2016,15.94
AG,3/17/2016,15.73
AG,3/16/2016,15.29
AG,3/15/2016,15.32
AG,3/14/2016,15.6
AG,3/11/2016,15.5
AG,3/10/2016,15.27
AG,3/9/2016,15.27
AG,3/8/2016,15.66
AG,3/7/2016,15.66
AG,3/4/2016,15.43
AG,3/3/2016,14.97
AG,3/2/2016,14.82
AG,3/1/2016,14.99
AG,2/29/2016,14.75
AG,2/26/2016,15.17
AG,2/25/2016,15.16
AG,2/24/2016,15.32
AG,2/23/2016,15.21
AG,2/22/2016,15
AG,2/19/2016,15.37
AG,2/18/2016,15.25
AG,2/17/2016,15.25
AG,2/16/2016,15.35
AG,2/15/2016,15.26
AG,2/12/2016,15.64
AG,2/11/2016,15.65
AG,2/10/2016,15.12
AG,2/9/2016,15.34
AG,2/8/2016,14.94
AG,2/5/2016,14.91
AG,2/4/2016,14.74
AG,2/3/2016,14.41
AG,2/2/2016,14.26
AG,2/1/2016,14.33
AG,1/29/2016,14.08
AG,1/28/2016,13.58
AG,1/27/2016,14.38
AG,1/26/2016,14.33
AG,1/25/2016,14.22
AG,1/22/2016,14.17
AG,1/21/2016,14.01
AG,1/20/2016,14.05
AG,1/19/2016,14.03
AG,1/18/2016,13.88
AG,1/15/2016,13.8
AG,1/14/2016,14.02
AG,1/13/2016,13.83
AG,1/12/2016,13.88
AG,1/11/2016,13.97
AG,1/8/2016,14.04
AG,1/7/2016,14.03
AG,1/6/2016,14.005
AG,1/5/2016,14.01
AG,1/4/2016,14
AG,12/31/2015,13.82
AG,12/30/2015,13.82
AG,12/29/2015,13.93
AG,12/24/2015,14.2
AG,12/23/2015,14.33
AG,12/22/2015,14.24
AG,12/21/2015,14.2
AG,12/18/2015,13.82
AG,12/17/2015,14.08
AG,12/16/2015,13.74
AG,12/15/2015,13.74
AG,12/14/2015,13.71
AG,12/11/2015,13.92
AG,12/10/2015,14.17
AG,12/9/2015,14.27
AG,12/8/2015,14.24
AG,12/7/2015,14.49
AG,12/4/2015,14.13
AG,12/3/2015,13.93
AG,12/2/2015,14.14
AG,12/1/2015,14.21
AG,11/30/2015,14.08
AG,11/27/2015,14.11
AG,11/26/2015,14.29
AG,11/25/2015,14.07
AG,11/24/2015,14.14
AG,11/23/2015,13.98
AG,11/20/2015,14.29
AG,11/19/2015,14.21
AG,11/18/2015,14.17
AG,11/17/2015,14.25
AG,11/16/2015,14.36
AG,11/13/2015,14.39
AG,11/12/2015,14.39
AG,11/11/2015,14.44
AG,11/10/2015,14.55
AG,11/9/2015,14.78
AG,11/6/2015,15.08
AG,11/5/2015,15.02
AG,11/4/2015,15.26
AG,11/3/2015,15.38
AG,11/2/2015,15.4
AG,10/30/2015,15.63
AG,10/29/2015,15.82
AG,10/28/2015,16.03
AG,10/27/2015,15.8
AG,10/26/2015,16.1
AG,10/23/2015,15.98
AG,10/22/2015,15.77
AG,10/21/2015,15.75
AG,10/20/2015,15.86
AG,10/19/2015,15.86
AG,10/16/2015,16.04
AG,10/15/2015,16.18
AG,10/14/2015,15.84
AG,10/13/2015,15.61
AG,10/12/2015,15.96
AG,10/9/2015,15.99
AG,10/8/2015,15.61
AG,10/7/2015,15.82
AG,10/6/2015,15.67
AG,10/5/2015,15.25
AG,10/2/2015,14.43
AG,10/1/2015,14.55
AG,9/30/2015,14.65
AG,9/29/2015,14.56
AG,9/28/2015,14.7
AG,9/25/2015,14.99
AG,9/24/2015,14.79
AG,9/23/2015,14.8
AG,9/22/2015,14.94
AG,9/21/2015,15.18
AG,9/18/2015,15.26
AG,9/17/2015,14.76
AG,9/16/2015,14.51
AG,9/15/2015,14.35
AG,9/14/2015,14.43
AG,9/11/2015,14.58
AG,9/10/2015,14.72
AG,9/9/2015,14.77
AG,9/8/2015,14.63
AG,9/7/2015,14.54
AG,9/4/2015,14.69
AG,9/3/2015,14.71
AG,9/2/2015,14.56
AG,9/1/2015,14.68
AG,8/28/2015,14.44
AG,8/27/2015,14.27
AG,8/26/2015,14.41
AG,8/25/2015,14.87
AG,8/24/2015,14.94
AG,8/21/2015,15.46
AG,8/20/2015,15.5
AG,8/19/2015,14.84
AG,8/18/2015,15.23
AG,8/17/2015,15.23
AG,8/14/2015,15.55
AG,8/13/2015,15.33
AG,8/12/2015,15.36
AG,8/11/2015,15.31
AG,8/10/2015,14.88
AG,8/7/2015,14.75
AG,8/6/2015,14.59
AG,8/5/2015,14.52
AG,8/4/2015,14.54
AG,8/3/2015,14.73
AG,7/31/2015,14.56
AG,7/30/2015,14.64
AG,7/29/2015,14.61
AG,7/28/2015,14.54
AG,7/27/2015,14.69
AG,7/24/2015,14.49
AG,7/23/2015,14.88
AG,7/22/2015,14.78
AG,7/21/2015,14.75
AG,7/20/2015,14.84
AG,7/17/2015,15.01
AG,7/16/2015,14.93
AG,7/15/2015,15.31
AG,7/14/2015,15.28
AG,7/13/2015,15.45
AG,7/10/2015,15.45
AG,7/9/2015,15.38
AG,7/8/2015,14.99
AG,7/7/2015,15.61
AG,7/6/2015,15.59
AG,7/3/2015,15.64
AG,7/2/2015,15.61
AG,7/1/2015,15.63
AG,6/30/2015,15.7
AG,6/29/2015,15.83
AG,6/26/2015,15.83
AG,6/25/2015,15.77
AG,6/24/2015,15.89
AG,6/23/2015,15.96
AG,6/22/2015,16.19
AG,6/19/2015,16.12
AG,6/18/2015,16.24
AG,6/17/2015,15.98
AG,6/16/2015,16.03
AG,6/15/2015,15.93
AG,6/12/2015,15.93
AG,6/11/2015,15.87
AG,6/10/2015,16.13
AG,6/9/2015,16.13
AG,6/8/2015,16.06
AG,6/5/2015,16.15
AG,6/4/2015,16.47
AG,6/3/2015,16.6
AG,6/2/2015,16.7
AG,6/1/2015,16.61
AG,5/29/2015,16.67
AG,5/28/2015,16.68
AG,5/27/2015,16.66
AG,5/26/2015,16.79
AG,5/22/2015,17.25
AG,5/21/2015,17.18
AG,5/20/2015,17.07
AG,5/19/2015,17.4
AG,5/18/2015,17.7
AG,5/15/2015,17.25
AG,5/14/2015,17.4
AG,5/13/2015,16.65
AG,5/12/2015,16.46
AG,5/11/2015,16.39
AG,5/8/2015,16.31
AG,5/7/2015,16.35
AG,5/6/2015,16.41
AG,5/5/2015,16.42
AG,5/1/2015,16.17
AG,4/30/2015,16.52
AG,4/29/2015,16.48
AG,4/28/2015,16.32
AG,4/27/2015,15.84
AG,4/24/2015,15.83
AG,4/23/2015,15.86
AG,4/22/2015,16.05
AG,4/21/2015,16.08
AG,4/20/2015,16.09
AG,4/17/2015,16.36
AG,4/16/2015,16.47
AG,4/15/2015,16.18
AG,4/14/2015,16.08
AG,4/13/2015,16.27
AG,4/10/2015,16.55
AG,4/9/2015,16.3
AG,4/8/2015,16.84
AG,4/7/2015,16.86
AG,4/2/2015,16.84
AG,4/1/2015,16.56
AG,3/31/2015,16.6
AG,3/30/2015,16.65
AG,3/27/2015,17.14
AG,3/26/2015,17.13
AG,3/25/2015,16.94
AG,3/24/2015,16.97
AG,3/23/2015,16.73
AG,3/20/2015,16.17
AG,3/19/2015,15.88
AG,3/18/2015,15.47
AG,3/17/2015,15.56
AG,3/16/2015,15.58
AG,3/13/2015,15.5
AG,3/12/2015,15.68
AG,3/11/2015,15.64
AG,3/10/2015,15.78
AG,3/9/2015,15.92
AG,3/6/2015,15.99
AG,3/5/2015,16.19
AG,3/4/2015,16.32
AG,3/3/2015,16.42
AG,3/2/2015,16.63
AG,2/27/2015,16.53
AG,2/26/2015,16.82
AG,2/25/2015,16.51
AG,2/24/2015,16.32
AG,2/23/2015,16.2
AG,2/20/2015,16.34
AG,2/19/2015,16.73
AG,2/18/2015,16.42
AG,2/17/2015,16.82
AG,2/16/2015,17.27
AG,2/13/2015,16.86
AG,2/12/2015,16.89
AG,2/11/2015,16.95
AG,2/10/2015,16.8
AG,2/9/2015,16.97
AG,2/6/2015,17.22
AG,2/5/2015,17
AG,2/4/2015,17.39
AG,2/3/2015,17.59
AG,2/2/2015,17.22
AG,1/30/2015,16.92
AG,1/29/2015,17.43
AG,1/28/2015,18.01
AG,1/27/2015,17.87
AG,1/26/2015,17.83
AG,1/23/2015,18.23
AG,1/22/2015,18.08
AG,1/21/2015,18.22
AG,1/20/2015,17.8
AG,1/19/2015,17.65
AG,1/16/2015,16.92
AG,1/15/2015,17.12
AG,1/14/2015,16.64
AG,1/13/2015,17
AG,1/12/2015,16.52
AG,1/9/2015,16.24
AG,1/8/2015,16.37
AG,1/7/2015,16.33
AG,1/6/2015,16.29
AG,1/5/2015,15.88
AG,1/2/2015,15.71
AG,12/31/2014,15.97
AG,12/30/2014,15.79
AG,12/29/2014,16
AG,12/24/2014,15.77
AG,12/23/2014,15.71
AG,12/22/2014,16.09
AG,12/19/2014,15.86
AG,12/18/2014,16.08
AG,12/17/2014,15.95
AG,12/16/2014,16.29
AG,12/15/2014,16.85
AG,12/12/2014,17.07
AG,12/11/2014,16.98
AG,12/10/2014,17.06
AG,12/9/2014,16.37
AG,12/8/2014,16.26
AG,12/5/2014,16.33
AG,12/4/2014,16.42
AG,12/3/2014,16.3
AG,12/2/2014,16.16
AG,12/1/2014,15.73
AG,11/28/2014,15.97
AG,11/27/2014,16.42
AG,11/26/2014,16.61
AG,11/25/2014,16.66
AG,11/24/2014,16.33
AG,11/21/2014,16.3
AG,11/20/2014,16.2
AG,11/19/2014,16.26
AG,11/18/2014,16.27
AG,11/17/2014,16.2
AG,11/14/2014,15.35
AG,11/13/2014,15.74
AG,11/12/2014,15.62
AG,11/11/2014,15.57
AG,11/10/2014,15.67
AG,11/7/2014,15.42
AG,11/6/2014,15.28
AG,11/5/2014,15.32
AG,11/4/2014,16.12
AG,11/3/2014,16.15
AG,10/31/2014,16.2
AG,10/30/2014,16.78
AG,10/29/2014,17.2
AG,10/28/2014,17.18
AG,10/27/2014,17.18
AG,10/24/2014,17.19
AG,10/23/2014,17.07
AG,10/22/2014,17.36
AG,10/21/2014,17.36
AG,10/20/2014,17.38
AG,10/17/2014,17.36
AG,10/16/2014,17.46
AG,10/15/2014,17.01
AG,10/14/2014,17.5
AG,10/13/2014,17.41
AG,10/10/2014,17.26
AG,10/9/2014,17.64
AG,10/8/2014,17.35
AG,10/7/2014,17.36
AG,10/6/2014,17.02
AG,10/3/2014,16.97
AG,10/2/2014,17.09
AG,10/1/2014,17.04
AG,9/30/2014,17.11
AG,9/29/2014,17.58
AG,9/26/2014,17.54
AG,9/25/2014,17.52
AG,9/24/2014,17.76
AG,9/23/2014,17.92
AG,9/22/2014,17.74
AG,9/19/2014,18.45
AG,9/18/2014,18.5
AG,9/17/2014,18.63
AG,9/16/2014,18.75
AG,9/15/2014,18.64
AG,9/12/2014,18.64
AG,9/11/2014,18.7
AG,9/10/2014,19.01
AG,9/9/2014,19
AG,9/8/2014,19.19
AG,9/5/2014,19.13
AG,9/4/2014,19.21
AG,9/3/2014,19.1
AG,9/2/2014,19.2
AG,9/1/2014,19.49
AG,8/29/2014,19.47
AG,8/28/2014,19.75
AG,8/27/2014,19.32
AG,8/26/2014,19.49
AG,8/22/2014,19.49
AG,8/21/2014,19.4
AG,8/20/2014,19.42
AG,8/19/2014,19.66
AG,8/18/2014,19.59
AG,8/15/2014,19.86
AG,8/14/2014,19.86
AG,8/13/2014,19.9
AG,8/12/2014,20.08
AG,8/11/2014,19.85
AG,8/8/2014,20.13
AG,8/7/2014,20.07
AG,8/6/2014,19.78
AG,8/5/2014,20.2
AG,8/4/2014,20.35
AG,8/1/2014,20.34
AG,7/31/2014,20.69
AG,7/30/2014,20.54
AG,7/29/2014,20.64
AG,7/28/2014,20.63
AG,7/25/2014,20.46
AG,7/24/2014,20.84
AG,7/23/2014,20.93
AG,7/22/2014,20.81
AG,7/21/2014,20.93
AG,7/18/2014,20.94
AG,7/17/2014,20.78
AG,7/16/2014,20.7
AG,7/15/2014,20.93
AG,7/14/2014,21.13
AG,7/11/2014,21.415
AG,7/10/2014,21.5
AG,7/9/2014,21.13
AG,7/8/2014,21.08
AG,7/7/2014,20.95
AG,7/4/2014,21.12
AG,7/3/2014,21
AG,7/2/2014,21.04
AG,7/1/2014,21.08
AG,6/30/2014,20.87
AG,6/27/2014,21.04
AG,6/26/2014,20.83
AG,6/25/2014,20.78
AG,6/24/2014,21.12
AG,6/23/2014,20.75
AG,6/20/2014,20.62
AG,6/19/2014,19.94
AG,6/18/2014,19.73
AG,6/17/2014,19.55
AG,6/16/2014,19.67
AG,6/13/2014,19.58
AG,6/12/2014,19.33
AG,6/11/2014,19.2
AG,6/10/2014,19
AG,6/9/2014,19.11
AG,6/6/2014,19.03
AG,6/5/2014,18.81
AG,6/4/2014,18.76
AG,6/3/2014,18.87
AG,6/2/2014,18.81
AG,5/30/2014,19
AG,5/29/2014,18.85
AG,5/28/2014,19.125
AG,5/27/2014,19.25
AG,5/23/2014,19.42
AG,5/22/2014,19.56
AG,5/21/2014,19.31
AG,5/20/2014,19.37
AG,5/19/2014,19.55
AG,5/16/2014,19.33
AG,5/15/2014,19.66
AG,5/14/2014,19.87
AG,5/13/2014,19.44
AG,5/12/2014,19.46
AG,5/9/2014,19.25
AG,5/8/2014,19.25
AG,5/7/2014,19.64
AG,5/6/2014,19.64
AG,5/2/2014,19.17
AG,5/1/2014,19.06
AG,4/30/2014,19.28
AG,4/29/2014,19.33
AG,4/28/2014,19.6
AG,4/25/2014,19.66
AG,4/24/2014,19.06
AG,4/23/2014,19.46
AG,4/22/2014,19.51
AG,4/17/2014,19.62
AG,4/16/2014,19.6
AG,4/15/2014,19.77
AG,4/14/2014,19.74
AG,4/11/2014,20.09
AG,4/10/2014,20.24
AG,4/9/2014,19.89
AG,4/8/2014,20.15
AG,4/7/2014,19.81
AG,4/4/2014,19.93
AG,4/3/2014,19.83
AG,4/2/2014,19.82
AG,4/1/2014,19.8
AG,3/31/2014,19.97
AG,3/28/2014,19.71
AG,3/27/2014,19.68
AG,3/26/2014,20.03
AG,3/25/2014,20
AG,3/24/2014,20.2
AG,3/21/2014,20.55
AG,3/20/2014,20.17
AG,3/19/2014,20.75
AG,3/18/2014,20.94
AG,3/17/2014,21.22
AG,3/14/2014,21.36
AG,3/13/2014,21.24
AG,3/12/2014,20.97
AG,3/11/2014,21.25
AG,3/10/2014,20.99
AG,3/7/2014,21.38
AG,3/6/2014,21.11
AG,3/5/2014,21.32
AG,3/4/2014,21.15
AG,3/3/2014,21.46
AG,2/28/2014,21.27
AG,2/27/2014,21.38
AG,2/26/2014,21.845
AG,2/25/2014,21.73
AG,2/24/2014,22.05
AG,2/21/2014,21.74
AG,2/20/2014,21.59
AG,2/19/2014,21.75
AG,2/18/2014,21.37
AG,2/17/2014,21.65
AG,2/14/2014,21.09
AG,2/13/2014,20.27
AG,2/12/2014,20.2
AG,2/11/2014,20.17
AG,2/10/2014,20.2
AG,2/7/2014,19.87
AG,2/6/2014,20.14
AG,2/5/2014,19.63
AG,2/4/2014,19.34
AG,2/3/2014,19.27
AG,1/31/2014,19.31
AG,1/30/2014,19.41
AG,1/29/2014,19.68
AG,1/28/2014,19.72
AG,1/27/2014,19.83
AG,1/24/2014,20.19
AG,1/23/2014,20.11
AG,1/22/2014,19.87
AG,1/21/2014,20.03
AG,1/20/2014,20.29
AG,1/17/2014,20.01
AG,1/16/2014,20
AG,1/15/2014,20.09
AG,1/14/2014,20.27
AG,1/13/2014,20.09
AG,1/10/2014,19.8
AG,1/9/2014,19.54
AG,1/8/2014,19.52
AG,1/7/2014,20.02
AG,1/6/2014,20.04
AG,1/3/2014,20.18
AG,1/2/2014,19.94
AG,12/31/2013,19.5
AG,12/30/2013,19.65
AG,12/27/2013,19.92
AG,12/24/2013,19.4
AG,12/23/2013,19.37
AG,12/20/2013,19.33
AG,12/19/2013,19.34
AG,12/18/2013,19.94
AG,12/17/2013,20.02
AG,12/16/2013,19.5
AG,12/13/2013,19.55
AG,12/12/2013,19.8
AG,12/11/2013,20.39
AG,12/10/2013,20.05
AG,12/9/2013,19.5
AG,12/6/2013,19.49
AG,12/5/2013,19.46
AG,12/4/2013,19.05
AG,12/3/2013,19.17
AG,12/2/2013,19.75
AG,11/29/2013,19.93
AG,11/28/2013,19.76
AG,11/27/2013,19.98
AG,11/26/2013,20.11
AG,11/25/2013,19.71
AG,11/22/2013,19.93
AG,11/21/2013,19.97
AG,11/20/2013,20.24
AG,11/19/2013,20.44
AG,11/18/2013,20.64
AG,11/15/2013,20.635
AG,11/14/2013,20.78
AG,11/13/2013,20.7
AG,11/12/2013,21.1
AG,11/11/2013,21.395
AG,11/8/2013,21.7
AG,11/7/2013,21.75
AG,11/6/2013,21.94
AG,11/5/2013,21.6
AG,11/4/2013,21.85
AG,11/1/2013,21.75
AG,10/31/2013,22.2
AG,10/30/2013,22.74
AG,10/29/2013,22.31
AG,10/28/2013,22.54
AG,10/25/2013,22.35
AG,10/24/2013,22.67
AG,10/23/2013,22.53
AG,10/22/2013,22.06
AG,10/21/2013,22.09
AG,10/18/2013,21.87
AG,10/17/2013,21.72
AG,10/16/2013,21.32
AG,10/15/2013,20.49
AG,10/14/2013,21.52
AG,10/11/2013,21.52
AG,10/10/2013,21.93
AG,10/9/2013,22.1
AG,10/8/2013,22.3
AG,10/7/2013,21.77
AG,10/4/2013,21.65
AG,10/3/2013,21.57
AG,10/2/2013,21.14
AG,10/1/2013,21.7
AG,9/30/2013,21.68
AG,9/27/2013,21.61
AG,9/26/2013,21.97
AG,9/25/2013,21.68
AG,9/24/2013,21.44
AG,9/23/2013,21.68
AG,9/20/2013,22.74
AG,9/19/2013,23
AG,9/18/2013,21.47
AG,9/17/2013,21.97
AG,9/16/2013,21.88
AG,9/13/2013,21.72
AG,9/12/2013,22.67
AG,9/11/2013,22.91
AG,9/10/2013,23.32
AG,9/9/2013,23.64
AG,9/6/2013,23.05
AG,9/5/2013,23.52
AG,9/4/2013,23.71
AG,9/3/2013,24.21
AG,9/2/2013,23.97
AG,8/30/2013,23.64
AG,8/29/2013,24.11
AG,8/28/2013,24.74
AG,8/27/2013,24.29
AG,8/23/2013,23.06
AG,8/22/2013,23.07
AG,8/21/2013,22.94
AG,8/20/2013,22.87
AG,8/19/2013,23.23
AG,8/16/2013,22.83
AG,8/15/2013,22
AG,8/14/2013,21.5
AG,8/13/2013,21.46
AG,8/12/2013,20.835
AG,8/9/2013,20.31
AG,8/8/2013,19.73
AG,8/7/2013,19.27
AG,8/6/2013,19.78
AG,8/5/2013,19.76
AG,8/2/2013,19.46
AG,8/1/2013,19.72
AG,7/31/2013,19.94
AG,7/30/2013,19.68
AG,7/29/2013,20.1
AG,7/26/2013,20.02
AG,7/25/2013,19.92
AG,7/24/2013,20.395
AG,7/23/2013,20.18
AG,7/22/2013,19.95
AG,7/19/2013,19.42
AG,7/18/2013,19.49
AG,7/17/2013,19.83
AG,7/16/2013,19.95
AG,7/15/2013,19.82
AG,7/12/2013,19.66
AG,7/11/2013,19.85
AG,7/10/2013,19.37
AG,7/9/2013,19.1
AG,7/8/2013,19.16
AG,7/5/2013,19.32
AG,7/4/2013,19.57
AG,7/3/2013,19.55
AG,7/2/2013,19.62
AG,7/1/2013,19.44
AG,6/28/2013,18.86
AG,6/27/2013,18.61
AG,6/26/2013,18.67
AG,6/25/2013,19.77
AG,6/24/2013,19.65
AG,6/21/2013,19.87
AG,6/20/2013,20.24
AG,6/19/2013,21.62
AG,6/18/2013,21.8
AG,6/17/2013,21.87
AG,6/14/2013,21.69
AG,6/13/2013,21.83
AG,6/12/2013,21.78
AG,6/11/2013,21.58
AG,6/10/2013,21.81
AG,6/7/2013,22.6
AG,6/6/2013,22.62
AG,6/5/2013,22.37
AG,6/4/2013,22.51
AG,6/3/2013,22.43
AG,5/31/2013,22.57
AG,5/30/2013,22.68
AG,5/29/2013,22.36
AG,5/28/2013,22.36
AG,5/24/2013,22.38
AG,5/23/2013,22.47
AG,5/22/2013,22.62
AG,5/21/2013,22.44
AG,5/20/2013,21.66
AG,5/17/2013,22.52
AG,5/16/2013,22.26
AG,5/15/2013,22.87
AG,5/14/2013,23.44
AG,5/13/2013,23.66
AG,5/10/2013,23.37
AG,5/9/2013,24.07
AG,5/8/2013,23.86
AG,5/7/2013,23.75
AG,5/3/2013,24.25
AG,5/2/2013,23.69
AG,5/1/2013,23.97
AG,4/30/2013,24.42
AG,4/29/2013,24.27
AG,4/26/2013,24.02
AG,4/25/2013,23.3
AG,4/24/2013,22.91
AG,4/23/2013,23.01
AG,4/22/2013,23.6
AG,4/19/2013,23.66
AG,4/18/2013,23.51
AG,4/17/2013,23.31
AG,4/16/2013,23.47
AG,4/15/2013,23.54
AG,4/12/2013,27.4
AG,4/11/2013,27.57
AG,4/10/2013,27.74
AG,4/9/2013,27.25
AG,4/8/2013,27.27
AG,4/5/2013,26.97
AG,4/4/2013,26.8
AG,4/3/2013,27.19
AG,4/2/2013,27.96
AG,3/28/2013,28.64
AG,3/27/2013,28.33
AG,3/26/2013,28.83
AG,3/25/2013,28.67
AG,3/22/2013,29.06
AG,3/21/2013,28.91
AG,3/20/2013,28.9
AG,3/19/2013,28.85
AG,3/18/2013,28.8
AG,3/15/2013,28.91
AG,3/14/2013,28.64
AG,3/13/2013,29.12
AG,3/12/2013,29.25
AG,3/11/2013,28.9
AG,3/8/2013,28.78
AG,3/7/2013,29.01
AG,3/6/2013,28.74
AG,3/5/2013,28.93
AG,3/4/2013,28.69
AG,3/1/2013,28.01
AG,2/28/2013,28.95
AG,2/27/2013,29.07
AG,2/26/2013,28.75
AG,2/25/2013,29.17
AG,2/22/2013,28.79
AG,2/21/2013,28.72
AG,2/20/2013,29.11
AG,2/19/2013,30
AG,2/18/2013,30
AG,2/15/2013,30.18
AG,2/14/2013,30.88
AG,2/13/2013,31.035
AG,2/12/2013,30.84
AG,2/11/2013,31.16
AG,2/8/2013,31.52
AG,2/7/2013,31.75
AG,2/6/2013,31.7
AG,2/5/2013,32.01
AG,2/4/2013,31.51
AG,2/1/2013,31.43
AG,1/31/2013,32.03
AG,1/30/2013,31.35
AG,1/29/2013,31.06
AG,1/28/2013,30.87
AG,1/25/2013,31.56
AG,1/24/2013,31.85
AG,1/23/2013,32.23
AG,1/22/2013,31.94
AG,1/21/2013,31.9
AG,1/18/2013,31.82
AG,1/17/2013,31.5
AG,1/16/2013,31.23
AG,1/15/2013,31.19
AG,1/14/2013,30.76
AG,1/11/2013,30.67
AG,1/10/2013,30.49
AG,1/9/2013,30.39
AG,1/8/2013,30.39
AG,1/7/2013,30.14
AG,1/4/2013,29.32
AG,1/3/2013,30.91
AG,1/2/2013,30.87
AG,12/31/2012,29.95
AG,12/28/2012,30.15
AG,12/27/2012,29.75
AG,12/24/2012,30.19
AG,12/21/2012,29.89
AG,12/20/2012,31.12
AG,12/19/2012,31.37
AG,12/18/2012,32.38
AG,12/17/2012,32.21
AG,12/14/2012,32.52
AG,12/13/2012,32.69
AG,12/12/2012,33.1
AG,12/11/2012,33.17
AG,12/10/2012,33.34
